"city","date","id","tmax","tmin","prcp","year","month","day","daily_Cd","daily_Ca","Cd_cumsum","prcp_cumsum","Ca_cumsum","diff_Ca_Cd","diff_Ca_Cd_cumsum","lat","long","alt","bloom_doy","is_bloom","doy"
"Unterseen",2007-04-16,"SZE00105086",26.1,8.1,0,"2007",4,16,0,9.1,-423.321111007838,271.5,249.8,9.1,102.778888992162,46.684958,7.854311,565,NA,0,106
"Hochdorf",1951-03-29,"GME00129634",3.8,-5.6,0,"1951",3,29,-0.768085106382979,0,-247.732290840361,557.3,19.75,-0.768085106382979,-111.582290840361,47.166514,8.28935,490,NA,0,88
"Boudry",2012-03-18,"SZE00116090",10.5,3.5,6.8,"2012",3,18,-2.25,1.25,-290.081836736566,226.2,59.6,-1,-85.3318367365662,46.949492,6.834386,450,NA,0,78
"Rafz",2003-04-25,"GME00130618",24.8,4.4,0,"2003",4,25,-1.8,8.4,-333.091076278362,574.4,197.9,6.6,-6.64107627836152,47.620414,8.542733,515,NA,0,115
"Chur",2014-04-24,"GME00131314",22.6,7.8,0,"2014",4,24,-0.100000000000001,7.3,-353.166852148482,321.5,204.25,7.2,17.6331478515176,46.868244,9.5419,640,NA,0,114
"Locarno",1997-04-19,"SZ000009480",17.1,4.4,3.8,"1997",4,19,-1.8,4.55,-265.031455425909,575.3,277.15,2.75,245.968544574091,46.169278,8.798214,200,NA,0,109
"Sarnen",1981-03-22,"GME00124522",14.8,8.5,0.8,"1981",3,22,0,3.65,-189.09962693619,416.1,46.1,3.65,5.10037306380969,46.894217,8.252236,500,NA,0,81
"Thusis",2015-04-10,"SZM00006796",16,1.9,0,"2015",4,10,-3.05,4,-286.008567301231,288.1,40.05,0.950000000000001,-121.508567301231,46.709511,9.44165,700,NA,0,100
"Diessenhofen",2017-04-10,"GME00131362",23.4,4,0.2,"2017",4,10,-2,7.7,-320.356137778173,235.6,170.35,5.7,-45.2061377781725,47.690281,8.744,410,NA,0,100
"Azmoos",2012-04-22,"GME00128830",10.4,4.7,1.7,"2012",4,22,-1.65,1.2,-377.903292016328,558.7,139.05,-0.45,-97.9032920163284,47.076869,9.479753,480,NA,0,113
"Jegenstorf II",2015-04-18,"FRM00007299",14.8,5.7,17.8,"2015",4,18,-1.15,3.4,-338.880924134159,388.2,208,2.25,219.769075865841,47.049108,7.507072,525,NA,0,108
"Rafz",2004-03-20,"GME00130618",13.3,8.6,0.9,"2004",3,20,0,2.95,-318.862726061371,446.8,60.6,2.95,-173.212726061371,47.620414,8.542733,515,NA,0,80
"Rafz",1978-03-24,"GME00130618",5.4,0.2,1.2,"1978",3,24,-2.6,0,-243.537554615806,601.5,27.85,-2.6,-56.4375546158062,47.620414,8.542733,515,NA,0,83
"Boudry",2014-04-22,"SZE00116090",18.7,7.5,0,"2014",4,22,-0.25,5.35,-368.248355334587,519,185.4,5.1,-4.29835533458713,46.949492,6.834386,450,NA,0,112
"Muri, AG",1999-03-22,"GME00132346",4.9,2,10.1,"1999",3,22,-1.45,0,-253.975434588578,630.5,43.4,-1.45,-69.3254345885781,47.265317,8.332283,550,NA,0,81
"Zürich-MeteoSchweiz",1998-04-20,"SZ000003700",16.4,0.9,5.6,"1998",4,20,-3.55,4.2,-335.634989031902,470.6,124.15,0.65,-76.4849890319017,47.378142,8.565853,555,NA,0,110
"Liestal",2018-04-01,"GME00127786",9,0,1.5,"2018",4,1,-4,0.5,-320.100155956938,508.9,78.8,-3.5,-35.4501559569378,47.481403,7.730519,350,NA,0,91
"Zürich-MeteoSchweiz",2017-04-28,"SZ000003700",4.8,-0.1,8.6,"2017",4,28,-2.35102040816327,0,-309.516417840171,446.3,206.2,-2.35102040816327,15.9835821598288,47.378142,8.565853,555,NA,0,118
"Diessenhofen",2010-04-09,"GME00131362",15.9,3.5,0,"2010",4,9,-2.25,3.95,-312.168203264469,309.4,99.8,1.7,-82.5182032644686,47.690281,8.744,410,NA,0,99
"Chur",2015-04-14,"GME00131314",19.7,5.7,0,"2015",4,14,-1.15,5.85,-289.305088245508,383.1,94.65,4.7,29.3449117544923,46.868244,9.5419,640,NA,0,104
"Zürich-MeteoSchweiz",1970-04-21,"SZ000003700",13.4,1.3,0,"1970",4,21,-3.35,2.7,-271.481892344026,745.1,56.45,-0.65,-44.3818923440261,47.378142,8.565853,555,NA,0,111
"Hochdorf",2002-03-23,"GME00129634",4.4,0.2,1,"2002",3,23,-2.1,0,-238.131660469081,485,51.45,-2.1,0.76833953091881,47.166514,8.28935,490,NA,0,82
"Azmoos",1991-03-19,"GME00128830",11.8,5,24.5,"1991",3,19,-1.5,1.9,-201.776264254423,514.4,51.85,0.4,33.3237357455771,47.076869,9.479753,480,NA,0,78
"Rafz",1975-03-29,"GME00130618",6.7,-0.4,0,"1975",3,29,-3.1612676056338,0,-386.708329296496,567.2,48.05,-3.1612676056338,-313.008329296496,47.620414,8.542733,515,NA,0,88
"Unterseen",2001-03-28,"SZE00105086",17.3,3.1,0,"2001",3,28,-2.45,4.65,-371.744240220449,442.5,130.8,2.2,-61.2942402204489,46.684958,7.854311,565,NA,0,87
"Herzogenbuchsee",1989-04-08,"SZ000001940",10.3,5.4,4.8,"1989",4,8,-1.3,1.15,-320.580715745616,321.9,141.6,-0.149999999999999,-8.48071574561582,47.18465,7.702511,450,NA,0,98
"Orbe ",2012-04-21,"SZ000008440",15.6,6.6,5.3,"2012",4,21,-0.7,3.8,-360.136397731307,388,189.8,3.1,22.0636022686925,46.722633,6.536061,485,NA,0,112
"Laufenburg",1981-04-10,"GME00128542",23.6,6.5,0,"1981",4,10,-0.75,7.8,-223.056320320821,689.8,123.3,7.05,10.8936796791792,47.561031,8.063136,330,NA,0,100
"Boudry",1995-04-18,"SZE00116090",15.9,8.5,0,"1995",4,18,0,4.2,-366.232141607212,564.6,114.3,4.2,-94.2821416072125,46.949492,6.834386,450,NA,0,108
"Rafz",2005-04-27,"GME00130618",12.5,6.6,5.1,"2005",4,27,-0.700000000000001,2.25,-302.012812004557,476.4,164.15,1.55,5.33718799544292,47.620414,8.542733,515,NA,0,117
"Orbe ",1964-03-21,"SZ000008440",11.5,1.7,6.9,"1964",3,21,-3.15,1.75,-238.184813396627,441.8,26.85,-1.4,-49.7348133966265,46.722633,6.536061,485,NA,0,81
"Hochdorf",1994-04-04,"GME00129634",5,-3.3,16,"1994",4,4,-1.50602409638554,0,-287.310461557043,541.9,62.1,-1.50602409638554,-148.260461557043,47.166514,8.28935,490,NA,0,94
"Liestal",2013-04-20,"GME00127786",8.5,3,3.4,"2013",4,20,-2.5,0.25,-285.148744065083,672.6,113.45,-2.25,36.3012559349173,47.481403,7.730519,350,NA,0,110
"Boudry",1973-03-29,"SZE00116090",10.9,4.4,0,"1973",3,29,-1.8,1.45,-257.079684581597,290.2,32.85,-0.35,-125.879684581597,46.949492,6.834386,450,NA,0,88
"Hochdorf",1985-04-17,"GME00129634",11.4,3.4,0,"1985",4,17,-2.3,1.7,-320.939648571712,352.6,56.05,-0.6,-117.739648571712,47.166514,8.28935,490,NA,0,107
"Herzogenbuchsee",2010-03-25,"SZ000001940",20.1,7.2,0,"2010",3,25,-0.399999999999999,6.05,-224.404888508843,361.5,69.6,5.65,42.0951114911568,47.18465,7.702511,450,NA,0,84
"Laufenburg",1988-03-15,"GME00128542",12.2,3.1,7.9,"1988",3,15,-2.45,2.1,-269.955432113707,608.6,9,-0.35,-112.955432113707,47.561031,8.063136,330,NA,0,75
"Liestal",2014-03-22,"GME00127786",13,5.9,11.3,"2014",3,22,-1.05,2.5,-335.434275190807,457.3,118.65,1.45,10.4657248091928,47.481403,7.730519,350,NA,0,81
"Locarno",1990-03-19,"SZ000009480",19.1,7.4,0,"1990",3,19,-0.299999999999999,5.55,-279.162942547911,225.7,132.35,5.25,86.3870574520889,46.169278,8.798214,200,NA,0,78
"Liestal",1958-03-27,"GME00127786",12.5,3.2,6.9,"1958",3,27,-2.4,2.25,-271.5989415397,379.1,60.7,-0.149999999999999,-51.2489415396997,47.481403,7.730519,350,NA,0,86
"Unterseen",2003-03-28,"SZE00105086",17.1,8.9,0,"2003",3,28,0,5,-353.6350050871,312.1,133.7,5,-44.7350050871004,46.684958,7.854311,565,NA,0,87
"Herzogenbuchsee",1982-03-22,"SZ000001940",7.7,2.1,0.8,"1982",3,22,-2.8,0,-269.068825934925,491.5,32.9,-2.8,-78.3688259349245,47.18465,7.702511,450,NA,0,81
"Zürich-Witikon",1978-04-02,"GME00127546",12.6,5.2,0,"1978",4,2,-1.4,2.3,-245.898008371423,396.1,42.5,0.899999999999999,-58.198008371423,47.3591,8.590272,620,NA,0,92
"Liestal",1958-04-06,"GME00127786",5,2.1,13.3,"1958",4,6,-1.45,0,-295.72048962001,395.5,92,-1.45,-44.0704896200097,47.481403,7.730519,350,NA,0,96
"Jegenstorf II",2018-04-25,"FRM00007299",22.4,10.3,0,"2018",4,25,0,8.35,-341.346943846027,355.7,317.95,8.35,300.603056153973,47.049108,7.507072,525,NA,0,115
"Zürich-MeteoSchweiz",1980-04-12,"SZ000003700",14.2,0.2,0,"1980",4,12,-3.9,3.1,-300.852753041115,619,35.6,-0.8,-129.252753041115,47.378142,8.565853,555,NA,0,103
"Edlibach",1978-04-19,"GME00129094",12,2.9,0,"1978",4,19,-2.55,2,-314.268970034169,387.8,60.1,-0.550000000000001,-119.818970034169,47.179358,8.573208,750,NA,0,109
"Sarnen",2008-04-18,"GME00124522",14.8,5.1,8,"2008",4,18,-1.45,3.4,-371.485102009197,308.5,153.15,1.95,-59.2351020091968,46.894217,8.252236,500,NA,0,109
"Jegenstorf II",1996-03-18,"FRM00007299",1.3,-5,0,"1996",3,18,-0.134126984126984,0,-222.545818069753,215.7,27.1,-0.134126984126984,106.954181930247,47.049108,7.507072,525,NA,0,78
"Hochdorf",1982-03-16,"GME00129634",7.7,-3.1,8.9,"1982",3,16,-2.74490740740741,0,-217.435107111046,706.3,6.1,-2.74490740740741,-110.935107111046,47.166514,8.28935,490,NA,0,75
"Jegenstorf II",2012-04-16,"FRM00007299",7.8,4,13.7,"2012",4,16,-1.9,0,-389.538545703334,264.7,189.1,-1.9,61.5614542966658,47.049108,7.507072,525,NA,0,107
"Locarno",1968-04-18,"SZ000009480",22.4,9.2,0,"1968",4,18,0,7.8,-347.071817863645,673.9,204.25,7.8,148.728182136355,46.169278,8.798214,200,NA,0,109
"Hochdorf",2017-03-24,"GME00129634",10.8,4.9,0,"2017",3,24,-1.55,1.4,-300.232231391283,258.6,67.05,-0.149999999999999,-149.732231391283,47.166514,8.28935,490,NA,0,83
"Herzogenbuchsee",1997-03-21,"SZ000001940",10.7,1,0,"1997",3,21,-3.5,1.35,-227.746096467771,377.2,117,-2.15,45.7039035322286,47.18465,7.702511,450,NA,0,80
"Domat ",2001-04-10,"GME00132694",6,3.6,6.4,"2001",4,10,-1.2,0,-278.084778460833,559,54.55,-1.2,-121.134778460833,46.834311,9.457442,580,NA,0,100
"Liestal",1973-04-03,"GME00127786",7,1.5,2,"1973",4,3,-2.75,0,-304.910289240668,420.2,52,-2.75,-116.960289240668,47.481403,7.730519,350,NA,0,93
"Jegenstorf II",1985-04-04,"FRM00007299",26.3,5,0,"1985",4,4,-1.5,9.15,-309.901776495612,325,192.2,7.65,118.448223504388,47.049108,7.507072,525,NA,0,94
"Boudry",1981-04-21,"SZE00116090",14,0.4,0,"1981",4,21,-3.8,3,-249.440764510442,428.5,155.5,-0.8,1.75923548955788,46.949492,6.834386,450,NA,0,111
"Locarno",2010-04-14,"SZ000009480",16.8,4.5,0,"2010",4,14,-1.75,4.4,-274.915976831439,626.8,119.7,2.65,101.834023168561,46.169278,8.798214,200,NA,0,104
"Laufenburg",1986-03-20,"GME00128542",10.3,4.4,13.6,"1986",3,20,-1.8,1.15,-241.095402405197,440,19.75,-0.649999999999999,-61.9454024051974,47.561031,8.063136,330,NA,0,79
"Jegenstorf II",1978-04-29,"FRM00007299",20,5,0,"1978",4,29,-1.5,6,-394.584070771647,490.7,307.55,4.5,267.465929228354,47.049108,7.507072,525,NA,0,119
"Azmoos",1989-04-12,"GME00128830",21.6,7,2.6,"1989",4,12,-0.5,6.8,-276.864283353339,653.4,129.1,6.3,-5.21428335333947,47.076869,9.479753,480,NA,0,102
"Zürich-MeteoSchweiz",1962-03-25,"SZ000003700",8.2,-3,0,"1962",3,25,-2.90178571428571,0.0999999999999996,-253.889850683532,430.5,11.3,-2.80178571428571,-64.6398506835325,47.378142,8.565853,555,NA,0,84
"Birmensdorf",1990-04-16,"GME00129514",9,-1.3,0,"1990",4,16,-3.43203883495146,0.5,-388.024717745983,359.2,137.3,-2.93203883495146,-113.624717745983,47.342472,8.444342,500,NA,0,106
"Unterseen",1992-03-17,"SZE00105086",14.1,0.9,0,"1992",3,17,-3.55,3.05,-306.377072005791,212.2,75,-0.5,-102.627072005791,46.684958,7.854311,565,NA,0,77
"Zürich-MeteoSchweiz",1978-04-16,"SZ000003700",5.5,1.2,2.1,"1978",4,16,-2.15,0,-254.66560749072,585.5,52.7,-2.15,-22.5656074907196,47.378142,8.565853,555,NA,0,106
"Rafz",2000-04-20,"GME00130618",19.6,1.8,0,"2000",4,20,-3.1,5.8,-337.61733318467,581.4,132.85,2.7,-79.1173331846704,47.620414,8.542733,515,NA,0,111
"Rafz",2008-04-27,"GME00130618",21.2,1.7,0,"2008",4,27,-3.15,6.6,-419.171509898026,574.9,157.3,3.45,-135.521509898026,47.620414,8.542733,515,NA,0,118
"Locarno",1999-04-02,"SZ000009480",19.5,8.1,0,"1999",4,2,0,5.8,-336.346044058747,385.9,118.9,5.8,-15.5460440587468,46.169278,8.798214,200,NA,0,92
"Rafz",1968-03-24,"GME00130618",19,0.6,0,"1968",3,24,-3.7,5.5,-265.426185866637,520.6,16.05,1.8,-69.2261858666367,47.620414,8.542733,515,NA,0,84
"Liestal",1981-04-07,"GME00127786",21.8,7.3,0,"1981",4,7,-0.350000000000001,6.9,-224.50787160011,551.2,131.75,6.55,30.9421283998903,47.481403,7.730519,350,NA,0,97
"Liestal",2011-04-27,"GME00127786",19.4,7.5,0,"2011",4,27,-0.25,5.7,-307.852680494934,444,308.35,5.45,192.447319505066,47.481403,7.730519,350,NA,0,117
"Rafz",1995-04-26,"GME00130618",9.2,7.8,5.9,"1995",4,26,-0.100000000000001,0.6,-409.820284026533,764.2,141.45,0.499999999999999,-113.220284026533,47.620414,8.542733,515,NA,0,116
"Hochdorf",1967-03-16,"GME00129634",6.7,-1.6,3.6,"1967",3,16,-2.70421686746988,0,-221.227519545111,529.3,33.3,-2.70421686746988,-28.8775195451105,47.166514,8.28935,490,NA,0,75
"Sarnen",1994-04-10,"GME00124522",9.5,0.6,0.5,"1994",4,10,-3.7,0.75,-267.720895297648,529,118.9,-2.95,-17.2208952976479,46.894217,8.252236,500,NA,0,100
"Sarnen",1996-03-30,"GME00124522",4.4,-1,3,"1996",3,30,-1.79259259259259,0,-196.88152387594,291.7,37.9,-1.79259259259259,94.11847612406,46.894217,8.252236,500,NA,0,90
"Locarno",2014-04-29,"SZ000009480",18.6,8,7.6,"2014",4,29,0,5.3,-268.509770998808,1219.2,326.5,5.3,341.340229001192,46.169278,8.798214,200,NA,0,119
"Jegenstorf II",1986-04-14,"FRM00007299",18.1,2,0,"1986",4,14,-3,5.05,-334.619171112222,629.7,200.4,2.05,195.180828887778,47.049108,7.507072,525,NA,0,104
"Locarno",1974-04-08,"SZ000009480",18.2,7.2,0,"1974",4,8,-0.399999999999999,5.1,-308.689731538307,724.6,125.05,4.7,27.6602684616928,46.169278,8.798214,200,NA,0,98
"Unterseen",2014-03-26,"SZE00105086",12.4,0.4,0,"2014",3,26,-3.8,2.2,-376.667033868529,305.5,129.3,-1.6,-25.2170338685287,46.684958,7.854311,565,NA,0,85
"Orbe ",1978-04-09,"SZ000008440",17.9,0.8,0,"1978",4,9,-3.6,4.95,-319.874838052816,729.5,75.4,1.35,-55.9248380528157,46.722633,6.536061,485,NA,0,99
"Rafz",1990-04-24,"GME00130618",14.9,6.5,0.6,"1990",4,24,-0.749999999999999,3.45,-375.140787741194,562.4,193.2,2.7,-2.89078774119433,47.620414,8.542733,515,NA,0,114
"Laufenburg",1970-03-20,"GME00128542",7,1,3.4,"1970",3,20,-3,0,-205.474081475014,657.9,2.45,-3,-10.374081475014,47.561031,8.063136,330,NA,0,79
"Laufenburg",1972-03-24,"GME00128542",16.5,-0.8,0,"1972",3,24,-3.61849710982659,4.25,-329.340618416001,270.1,67.65,0.631502890173411,-99.9906184160012,47.561031,8.063136,330,NA,0,84
"Sarnen",1988-03-27,"GME00124522",6,2.4,2.2,"1988",3,27,-1.8,0,-247.098374725359,507.4,29.2,-1.8,-9.19837472535862,46.894217,8.252236,500,NA,0,87
"Herzogenbuchsee",1966-03-23,"SZ000001940",12.3,0.5,1.3,"1966",3,23,-3.75,2.15,-308.067425345485,338.1,82,-1.6,-62.2174253454854,47.18465,7.702511,450,NA,0,82
"Zürich-Witikon",1983-04-16,"GME00127546",15,2,0,"1983",4,16,-3,3.5,-288.193428478858,484.3,72.05,0.5,-93.4434284788578,47.3591,8.590272,620,NA,0,106
"Merishausen",2010-04-02,"GME00122710",10,-2,2.2,"2010",4,2,-3.16666666666667,1,-274.583601335088,301.1,58.5,-2.16666666666667,-87.6836013350876,47.763636,8.612414,540,NA,0,92
"Rafz",2001-03-18,"GME00130618",12.4,5,11.2,"2001",3,18,-1.5,2.2,-287.513668675793,652.3,39.15,0.700000000000001,-111.913668675793,47.620414,8.542733,515,NA,0,77
"Edlibach",1986-03-18,"GME00129094",13.2,-0.1,0,"1986",3,18,-3.95037593984962,2.6,-209.83283370649,330.3,11.4,-1.35037593984962,-79.9828337064903,47.179358,8.573208,750,NA,0,77
"Locarno",1957-04-23,"SZ000009480",21.4,8.2,0,"1957",4,23,0,6.8,-410.686880011635,502.8,277.6,6.8,118.413119988365,46.169278,8.798214,200,NA,0,113
"Orbe ",1974-03-28,"SZ000008440",13.2,8.2,3.5,"1974",3,28,0,2.7,-343.315224767126,350.9,84.5,2.7,-143.665224767126,46.722633,6.536061,485,NA,0,87
"Liestal",1987-04-29,"GME00127786",26.4,8.5,0,"1987",4,29,0,9.45,-283.836822708776,473.3,171.35,9.45,117.313177291224,47.481403,7.730519,350,NA,0,119
"Muri, AG",1995-04-22,"GME00132346",11.7,5.4,0,"1995",4,22,-1.3,1.85,-367.574766538975,637.3,126.7,0.549999999999999,-37.5247665389752,47.265317,8.332283,550,NA,0,112
"Herzogenbuchsee",1991-03-21,"SZ000001940",20.3,10.1,19.2,"1991",3,21,0,7.2,-197.249280992625,315.7,80.1,7.2,111.400719007375,47.18465,7.702511,450,NA,0,80
"Liestal",1969-03-26,"GME00127786",5.3,0,2.2,"1969",3,26,-2.65,0,-242.955421297438,328,34.15,-2.65,-27.0554212974381,47.481403,7.730519,350,NA,0,85
"Murg",1995-03-28,"GME00102404",3.9,-4.6,2.6,"1995",3,28,-0.894705882352941,0,-282.955271967558,363.5,54.65,-0.894705882352941,-61.5052719675576,47.108222,9.217372,500,NA,0,87
"Herzogenbuchsee",1978-04-24,"SZ000001940",18.5,3.5,0,"1978",4,24,-2.25,5.25,-298.838548704313,345.6,107.85,3,26.7614512956865,47.18465,7.702511,450,NA,0,114
"Unterseen",1959-04-17,"SZE00105086",12.8,3.9,0.3,"1959",4,17,-2.05,2.4,-413.709677885486,292.3,256.95,0.350000000000001,-36.4596778854862,46.684958,7.854311,565,NA,0,107
"Herzogenbuchsee",1976-03-30,"SZ000001940",15.6,3.9,0,"1976",3,30,-2.05,3.8,-299.266108704525,243.1,61.25,1.75,-114.766108704525,47.18465,7.702511,450,NA,0,90
"Rafz",1964-03-27,"GME00130618",8.5,2.6,4.9,"1964",3,27,-2.7,0.25,-264.708132388744,339.2,30.3,-2.45,-85.4581323887444,47.620414,8.542733,515,NA,0,87
"Sarnen",1968-03-15,"GME00124522",7.4,0.7,8.7,"1968",3,15,-3.35,0,-215.577813358776,458.7,8.1,-3.35,30.722186641224,46.894217,8.252236,500,NA,0,75
"Liestal",2003-03-29,"GME00127786",21,8.6,15.3,"2003",3,29,0,6.8,-236.947226350022,640.9,123.65,6.8,99.2027736499777,47.481403,7.730519,350,NA,0,88
"Unterseen",1993-04-28,"SZE00105086",18.6,8.6,0,"1993",4,28,0,5.6,-426.006261539802,490.6,243.4,5.6,-60.0062615398024,46.684958,7.854311,565,NA,0,118
"Liestal",2003-04-15,"GME00127786",24,4.5,0,"2003",4,15,-1.75,8,-276.25958928519,672.8,179.85,6.25,116.09041071481,47.481403,7.730519,350,NA,0,105
"Zürich-Witikon",1954-04-11,"GME00127546",11.8,-0.6,0,"1954",4,11,-3.71451612903226,1.9,-302.104294598189,183.5,78.35,-1.81451612903226,-86.7542945981887,47.3591,8.590272,620,NA,0,101
"Villnachern",2017-04-04,"GME00120934",6.9,-0.1,0.8,"2017",4,4,-3.40071428571429,0,-217.878229676761,790.3,12.8,-3.40071428571429,-179.378229676761,47.470556,8.154928,415,NA,0,94
"Murg",1992-04-20,"GME00102404",14.5,6.9,0,"1992",4,20,-0.549999999999999,3.25,-321.107398011015,366.8,94.3,2.7,-115.957398011015,47.108222,9.217372,500,NA,0,111
"Orbe ",1997-04-11,"SZ000008440",21.9,4.1,0,"1997",4,11,-1.95,6.95,-338.857131834811,457.2,185.3,5,3.74286816518887,46.722633,6.536061,485,NA,0,101
"Villnachern",1976-04-16,"GME00120934",5.7,0.5,0,"1976",4,16,-2.6,0,-139.692996557491,667.4,0,-2.6,-103.642996557491,47.470556,8.154928,415,NA,0,107
"Rafz",1994-03-30,"GME00130618",21,3.5,0,"1994",3,30,-2.25,6.5,-268.966388020661,606.3,100.85,4.25,-75.6163880206609,47.620414,8.542733,515,NA,0,89
"Zürich-Witikon",1954-03-25,"GME00127546",13.6,2,0,"1954",3,25,-3,2.8,-264.229544876275,146.1,45.75,-0.2,-81.4795448762754,47.3591,8.590272,620,NA,0,84
"Unterseen",1996-04-26,"SZE00105086",20.9,6.6,0,"1996",4,26,-0.700000000000001,6.45,-397.441842293381,192.4,224.3,5.75,53.5581577066193,46.684958,7.854311,565,NA,0,117
"Muri, AG",2018-04-11,"GME00132346",18.8,2.1,0,"2018",4,11,-2.95,5.4,-316.431786210464,662.3,102.85,2.45,-8.48178621046424,47.265317,8.332283,550,NA,0,101
"Murg",1999-03-23,"GME00102404",4.6,1.9,2.9,"1999",3,23,-1.35,0,-230.27893550277,343.8,34.65,-1.35,-56.32893550277,47.108222,9.217372,500,NA,0,82
"Domat ",1993-04-30,"GME00132694",21,10.2,0.6,"1993",4,30,0,7.6,-242.505168239496,493.7,145.15,7.6,-47.8051682394963,46.834311,9.457442,580,NA,0,120
"Hochdorf",1993-04-03,"GME00129634",4,1.5,0.2,"1993",4,3,-1.25,0,-306.390128460148,405,59.5,-1.25,-189.590128460148,47.166514,8.28935,490,NA,0,93
"Laufenburg",1994-04-07,"GME00128542",9.9,1,14.3,"1994",4,7,-3.5,0.95,-304.836279932102,661.5,108.35,-2.55,-101.086279932102,47.561031,8.063136,330,NA,0,97
"Herzogenbuchsee",2012-04-01,"SZ000001940",13.3,2.7,0,"2012",4,1,-2.65,2.65,-312.625890862373,257.3,140.25,8.88178419700125e-16,47.0741091376267,47.18465,7.702511,450,NA,0,92
"Azmoos",2002-03-16,"GME00128830",15.6,2.4,0,"2002",3,16,-2.8,3.8,-210.523336105382,477.5,40.05,1,42.0766638946179,47.076869,9.479753,480,NA,0,75
"Zürich-Witikon",1965-03-26,"GME00127546",8.5,4,3.3,"1965",3,26,-2,0.25,-208.505534370753,283.4,21.85,-1.75,-104.455534370753,47.3591,8.590272,620,NA,0,85
"Muri, AG",2015-04-25,"GME00132346",17.1,8.5,2.7,"2015",4,25,0,4.8,-335.365891399816,533.6,168.5,4.8,106.284108600184,47.265317,8.332283,550,NA,0,115
"Sarnen",2017-04-16,"GME00124522",11.3,6.1,3.3,"2017",4,16,-0.949999999999999,1.65,-342.148362068584,267.7,224.35,0.700000000000001,25.6516379314164,46.894217,8.252236,500,NA,0,106
"Edlibach",1982-04-03,"GME00129094",10.2,3.5,0,"1982",4,3,-2.25,1.1,-268.264532443591,633.8,35.15,-1.15,-125.964532443591,47.179358,8.573208,750,NA,0,93
"Hochdorf",2015-04-06,"GME00129634",6,-4.8,0,"2015",4,6,-1.66666666666667,0,-304.385149906072,462.4,60.6,-1.66666666666667,-69.0351499060717,47.166514,8.28935,490,NA,0,96
"Azmoos",2004-04-28,"GME00128830",21.4,4,0,"2004",4,28,-2,6.7,-391.525705356221,723.9,170.1,4.7,-133.875705356221,47.076869,9.479753,480,NA,0,119
"Zürich-MeteoSchweiz",1993-04-25,"SZ000003700",21.9,10.6,0,"1993",4,25,0,8.25,-295.796510406362,590.4,147.15,8.25,-59.4965104063624,47.378142,8.565853,555,NA,0,115
"Chur",2005-03-20,"GME00131314",13.4,6.3,0,"2005",3,20,-0.85,2.7,-183.458918797205,266.3,30,1.85,-3.15891879720549,46.868244,9.5419,640,NA,0,79
"Herzogenbuchsee",1982-04-22,"SZ000001940",17.1,2.8,0,"1982",4,22,-2.6,4.55,-346.529975115971,536.6,124.65,1.95,-64.079975115971,47.18465,7.702511,450,NA,0,112
"Zürich-MeteoSchweiz",1959-04-13,"SZ000003700",23.2,6.5,0,"1959",4,13,-0.75,7.6,-314.229239475933,514.2,161.4,6.85,-62.0792394759333,47.378142,8.565853,555,NA,0,103
"Chur",2012-03-17,"GME00131314",17.6,2.7,0,"2012",3,17,-2.65,4.8,-270.584816465183,310.4,36.3,2.15,-104.584816465183,46.868244,9.5419,640,NA,0,77
"Murg",2010-03-30,"GME00102404",19.5,5.6,0,"2010",3,30,-1.2,5.75,-241.792046155009,314.8,75.65,4.55,-15.742046155009,47.108222,9.217372,500,NA,0,89
"Birmensdorf",1982-04-17,"GME00129514",13.1,-2,0,"1982",4,17,-3.13245033112583,2.55,-285.687593541338,606.6,46.35,-0.582450331125828,-143.037593541338,47.342472,8.444342,500,NA,0,107
"Liestal",1972-03-26,"GME00127786",17,6,0.6,"1972",3,26,-1,4.5,-298.15863131611,195,90.15,3.5,-33.6086313161099,47.481403,7.730519,350,NA,0,86
"Herzogenbuchsee",2009-03-21,"SZ000001940",8.3,-3.5,0,"2009",3,21,-2.76906779661017,0.15,-235.674971011031,313.5,31.9,-2.61906779661017,-27.0749710110309,47.18465,7.702511,450,NA,0,80
"Herzogenbuchsee",2001-03-29,"SZ000001940",13,7.3,7.8,"2001",3,29,-0.350000000000001,2.5,-236.310708793026,482.7,92.35,2.15,74.2892912069736,47.18465,7.702511,450,NA,0,88
"Sarnen",2010-04-03,"GME00124522",13.4,5.9,7.8,"2010",4,3,-1.05,2.7,-284.580026470915,403.5,112,1.65,68.0199735290851,46.894217,8.252236,500,NA,0,93
"Hochdorf",1961-04-26,"GME00129634",13.1,2.4,3.4,"1961",4,26,-2.8,2.55,-386.286690970198,476.4,195.7,-0.25,-108.386690970198,47.166514,8.28935,490,NA,0,116
"Jegenstorf II",2012-03-22,"FRM00007299",10.6,-0.4,0,"2012",3,22,-3.80727272727273,1.3,-333.677859428824,215.8,111.85,-2.50727272727273,40.1721405711756,47.049108,7.507072,525,NA,0,82
"Sarnen",1966-03-17,"GME00124522",10.4,-1.7,0,"1966",3,17,-3.26942148760331,1.2,-255.469574553131,505.5,76.2,-2.06942148760331,-30.4695745531309,46.894217,8.252236,500,NA,0,76
"Villnachern",2001-03-28,"GME00120934",2.2,-0.8,7,"2001",3,28,-0.806666666666667,0,-186.142712741853,927.6,2.2,-0.806666666666667,-156.292712741853,47.470556,8.154928,415,NA,0,87
